shoeName, brand, styleID, retailPrice, lowestResellPrice_StockX, lowestResellPrice_Goat, lowestResellPrice_flightClub, id, silhoutte, Colorway, releaseDate, description
Nike Air Force 1 Low '07 Black Black, Nike, 315122-001/CW2288-001, 90, 104, undefined, undefined, 6374fd9903a96e36ed3d43fc, Nike Air Force 1 Low '07, Black/Black, 2017-09-22, The all-black Air Force 1 Low is a timeless classic in Nike's catalog of heritage sneakers.The Nike Air Force 1 Low '07 Black features a triple black smooth leather upper with a matching Air sole and laces. Subtle Nike Air embroidery on the heel tab nods to the history of the AF-1 line. A metallic lace tag and woven tongue label complete the design.The Nike Air Force 1 Low '07 retails for $90.
Jordan 1 Retro High OG Patent Bred, Jordan, 555088-063, 170, 197, 184, 164, 6374fd9903a96e36ed3d43fe, Jordan 1 Retro High OG, Black/White-Varsity Red, 2021-12-30, Featuring a classic mix of hues the Air Jordan 1 Retro High OG 'Patent Bred' also sports an elevated construction. Built entirely with patent leather the shoe's upper appears in a familiar mix of black and Varsity Red with perforations on the toe box offering breathability. Underfoot a white Air midsole provides cushioning and contrast giving way to a Varsity Red finish on the concentric rubber outsole which is included for traction.
Jordan 1 High OG Denim (W), Jordan, DM9036-104, 170, 156, 142, 136, 6374fd9903a96e36ed3d43ff, Jordan 1 High OG, White/Worn Blue-Metallic Gold, 2022-09-23, The Women's Air Jordan 1 Retro High OG 'Denim' drapes the classic silhoutte in frayed denim offering a unique look. A white leather upper base features denim overlays including the tongue and Swoosh. The Wings logo appears as a sewn on patch on the lateral side while an oversized lace jewel in metallic gold sits at the base of the laces featuring a Jumpman logo and Jordan wordmark. The traditional cupsole with encapsulated Air rests on top of a rubber outsole.
Nike Air Force 1 Low Supreme White, Nike, CU9225-100, 96, 150, 135, 120, 6374fd9903a96e36ed3d4400, Nike Air Force 1 Low, White/White-White, 2020-03-05, The Supreme x Air Force 1 Low 'Box Logo - White' released as part of the New York brand's Spring/Summer 2020 collection. The shoe's upper is built with leather finished in white and highlighted by Supreme's signature box logo on the lateral heel. The custom sockliner and a second set of laces sport further Supreme branding while Air in the heel of the midsole provides cushioning.
Jordan 1 Retro High OG Dark Marina Blue, Jordan, 555088-404, 170, 122, 125, 125, 6374fd9903a96e36ed3d4403, Jordan 1 Retro High OG, Dark Marina Blue/Black-White, 2022-02-16, Dressing the legendary silhouette in a classic two-tone color block is the Air Jordan 1 Retro High OG 'Dark Marina Blue.' The upper is all-leather and features a black base with contrasting dark blue overlays along the forefoot heel collar and eyestay. A matching blue Swoosh is complemented by a Jordan Wings logo stamped in black on the lateral collar flap. A woven Nike Air tag on the nylon tongue gives the nod to the shoe's retro cushioning technology which is an Air-sole unit encapsulated in polyurethane nestled in the heel of the rubber cupsole.
Jordan 1 Retro Low OG Black Dark Powder Blue, Jordan, CZ0790-104, 130, 125, 119, 119, 6374fd9903a96e36ed3d4405, Jordan 1 Retro Low OG, White/Dark Powder Blue/Black, 2022-07-29, Paying homage to Michael Jordan's alma mater this colorway of the Air Jordan 1 Retro Low OG features a simple and clean 'UNC' colorway. A full leather upper features a white base with black overlays on the forefoot and lace area but a vivid Dark Powder Blue on the back heel area. A black Swoosh frames the profile while a black Wings logo can be found on the back heel piece. A crisp white midsole gives way to a UNC rubber outsole completing the look.
Jordan 1 Retro High OG Heirloom, Jordan, 555088-202, 170, 119, 100, 100, 6374fd9903a96e36ed3d4407, Jordan 1 Retro High OG, Vachetta Tan/Black/Sail, 2022-09-17, Featuring unique materials and colors the Air Jordan 1 Retro High OG 'Heirloom' offers an understated take on the classic AJ1 silhouette. The upper features black twill on the profile toe and heel area while Vachetta Tan leather overlays the rest of the upper including the Swoosh and Wings logo. A Sail midsole blends in seamlessly housing encapsulated Nike Air cushioning on top of a durable tan rubber outsole.
Jordan 1 Low Bred Toe, Jordan, 553558-612, 100, 125, 104, 102, 6374fd9903a96e36ed3d440a, Jordan 1 Low, Gym Red/White-Black, 2021-12-08, Showcasing distinctive color blocking from the 2018 release of an AJ1 High is the Air Jordan 1 Low 'Bred Toe.' This low-top features an all-leather upper with white quarter panels a black forefoot overlay a crimson toe box and a matching red finish on the collar and heel overlay with a stitched Wings logo. The tongue is black nylon and has Jumpman branding in white. It's built on a rubber cupsole with crisp white sidewalls with a red rubber outsole.
Jordan 1 Mid Diamond Shorts, Jordan, DH6933-100, 120, 120, 143, 136, 6374fd9903a96e36ed3d440b, Jordan 1 Mid, White/Black, 2022-02-09, The Air Jordan 1 Mid SE 'Diamond' gives a new iteration of the legendary shoe design renewed in White and Black. Its upper spotlights a leather base with overlays and the standard Wings’ Logo. On the upper a Swoosh branding emphasizes the design with a breathable nylon tongue. The midsole is built on top of a rubber outsole with a circular design for traction.
adidas Yeezy Boost 350 V2 Onyx, adidas, HQ4540, 230, 310, 310, 310, 6374fd9903a96e36ed3d440c, adidas Yeezy Boost 350 V2, Onyx/Onyx/Onyx, 2022-03-05, A monochromatic 'Onyx' hue envelops the latest Yeezy Boost 350 V2 the lifestyle runner from adidas and Kanye West. The upper features a dark black Primeknit weave along with rope laces while a post-dyed monofilament side stripe can be found in a lighter black shade. A full-length Boost unit is encapsulated in a semi-translucent ribbed TPU midsole while a black rubber outsole rounds out the look.
Nike Air Force 1 Low Supreme Black, Nike, CU9225-001, 96, 154, 137, 137, 6374fd9903a96e36ed3d440d, Nike Air Force 1 Low, Black/Black-Black, 2020-03-05, Originally debuting as part of Supreme's Spring/Summer 2020 collection the Supreme x Air Force 1 Low 'Box Logo - Black' released in March 2020. The shoe's full-grain leather upper appears in black accented by Supreme's red box logo on the lateral heel. The custom sockliner and additional set of laces sport further Supreme branding while the midsole houses the usual Air for cushioning.
Jordan 1 Retro High White University Blue Black, Jordan, 555088-134, 170, 348, 310, 290, 6374fd9903a96e36ed3d440f, Jordan 1 Retro High, White/University Blue-Black, 2021-03-06, Paying tribute to Michael Jordan's college alma mater the Air Jordan 1 Retro High OG 'University Blue' features a University of North Carolina look. Built entirely with leather the shoe's upper appears in a mix of white and University Blue contrasted by black on the Swoosh collar laces and 'Wings' logo. Perforations on the toe box provide breathability while underfoot the Air midsole gives way to a concentric outsole with a brighter shade of blue.
Nike Air Force 1 Low '07 White (W), Nike, 315115-112, 110, 88, 60, 35, 6374fd9903a96e36ed3d4410, Nike Air Force 1 Low '07, White/White, 2018-01-01, The women’s Air Force 1 ‘07 gets the classic triple-white treatment showcasing an all-leather upper with tonal stitching and a perforated toe box for added ventilation. The low-top sits on a matching white foam midsole housing an encapsulated Air sole unit for lightweight cushioning. Underfoot the rubber outsole features a basketball-specific pattern with concentric circles and a pivot point.
Jordan 1 Retro Low OG SP Travis Scott Reverse Mocha, Jordan, DM7866-162, 150, 948, 1000, 1000, 6374fd9903a96e36ed3d4412, Jordan 1 Retro Low OG SP, Sail/University Red-Ridgerock, 2022-07-21, Giving a remix on the original 'Mocha' AJ1 from 2019 is the Travis Scott x Air Jordan 1 Low from 2019. The upper features a brown suede base with ivory leather overlays and Scott's signature reverse Swoosh on the lateral side with oversized dimensions and a neutral cream finish. Contrasting scarlet accents distinguish a pair of woven Nike Air tongue tags and mismatched heel tabs with a Cactus Jack and retro Wings logos embroidered. It's built on an off-white rubber midsole with encapsulated Nike Air cushioning in the heel and a brown rubber outsole underfoot.
Jordan 1 Low Diamond Shorts, Jordan, DH6931-001, 120, 131, 120, 120, 6374fd9903a96e36ed3d4413, Jordan 1 Low, Black/Multi-Color/White/Black, 2022-02-09, The Air Jordan 1 Low SE 'Diamond' displays a new iteration of the legendary shoe design updated in Black and White. Its upper accentuates a leather base with overlays and the signature Wings’ Logo. On the upper a Swoosh emphasizes the design with a nylon contstructed tongue. The midsole is built on top of a rubber outsole with a circular build for traction.
Jordan 1 Mid Linen, Jordan, 554724-082, 115, 150, 145, 112, 6374fd9903a96e36ed3d4414, Jordan 1 Mid, White/Linen-Linen, 2021-11-24, Inspired by Peter Moore's original 1985 design is the Air Jordan 1 Mid 'College Grey.' The mid-top has an all-leather upper with a clean white base and tan overlays. Jumpman branding is on the sockliner and woven tongue tag with retro Wings on the lateral collar flap. It's built on a rubber cupsole with an Air-sole heel unit encapsulated in lightweight polyurethane.
Jordan 1 Retro High OG Rebellionaire, Jordan, 555088-036, 170, 146, 128, 128, 6374fd9903a96e36ed3d4415, Jordan 1 Retro High OG, Black/White-Particle Grey, 2022-03-12, Drawing back to when Michael Jordan received a $5000 fine each time the rookie wore his signature black and red shoes on the court which violated the NBA's uniform dress code at the time is the Air Jordan 1 High OG 'Rebellionaire.' The shoe which ties into the shoe's mythic 'Banned' narrative features a leather upper finished in two-tone color blocking similar to the OG 'Shadow' colorway. Details include the 'Banned' AJ1's red 'X' on the heel along with an all-over print that spells out 'They Can't You From Wearing Them' which paraphrases a line from an original Air Jordan 1 TV commercial from 1985.
Jordan 1 Retro High OG Chicago Lost and Found (GS), Jordan, FD1437-612, 140, 274, 268, 268, 6374fd9903a96e36ed3d4416, Jordan 1 Retro High OG, Varsity Red/Black-Sail-Muslin, 2022-11-19, The signature 'Chicago' colorway is revisited in this high-top made for big kids. The Air Jordan 1 Retro High OG GS ‘Lost & Found’ receives a distressed look on the white leather in the upper and the padded collar. Pops of color are delivered with the 'Nike Air' tongue tag bright red overlays and laces and Swoosh in black. The shoe is supported on a cupsole in white rubber with a bright red outsole and white sidewalls. The ankle flap features branding with the classic Jordan Wings logo.
Jordan 1 Retro High Dark Mocha, Jordan, 555088-105, 170, 454, 400, 400, 6374fd9903a96e36ed3d4417, Jordan 1 Retro High, Sail/Dark Mocha-Black-Black, 2020-10-31, Featuring a look similar to Travis Scott's 2019 Air Jordan 1 collaboration the Air Jordan 1 Retro High OG 'Dark Mocha' released in October 2020. The shoe's upper is built with leather sporting a white base overlaid by black leather. The heel and collar incorporate Dark Mocha nubuck while a nylon tongue and perforations on the toe box maintain the classic aesthetic. Air in the heel of the midsole provides cushioning.
Nike Air Force 1 Low SP Supreme Wheat, Nike, DN1555-200, 150, 170, 157, 157, 6374fd9903a96e36ed3d4419, Nike Air Force 1 Low SP, Flax/Flax-Gum Light Brown, 2021-11-05, The Supreme x Nike Air Force 1 Low SP 'Wheat' is made exclusively for the influential New York skate brand. It showcases a familiar build that recalls Timberland's iconic work boots and has a monochrome beige hue executed on a smooth nubuck upper lined in soft DURAPLUSH that's accented with Supreme's red box logo on the lateral heel. Dual branding elements adorn the sneaker's woven tongue tag sockliner and metallic lace jewels. It's built on a gum rubber cupsole that packs Nike Air heel cushioning in the heel encapsulated within a foam wedge.
Jordan 1 Retro High OG Brotherhood, Jordan, 555088-706, 170, 120, 105, 95, 6374fd9903a96e36ed3d441b, Jordan 1 Retro High OG, University Gold/Light Bordeaux-White, 2022-02-24, Inspired by the fraternity Michael Jordan joined while at UNC Omega Psi Phi is the Air Jordan 1 High Retro OG 'Brotherhood.' The upper features a white leather quarter panel with nubuck overlays in Light Bordeaux. A University Gold leather toe box is matched by wraparound leather overlays at the collar and heel. A leather Nike Air tag is on the nylon tongue while a classic Wings logo is stamped on the lateral ankle. The high-top is supported by a rubber cupsole with an Air-sole heel unit in lightweight polyurethane.
Jordan 1 Retro High OG Atmosphere (W), Jordan, DD9335-641, 170, 175, 161, 150, 6374fd9903a96e36ed3d441d, Jordan 1 Retro High OG, Atmosphere/White-Laser Pink-Obsidian, 2021-12-22, Featuring a contrasting look the Wmns Air Jordan 1 Retro High OG SE 'Bubble Gum' emerges with an elevated construction. The shoe's upper is built with a white leather base overlaid by pink patent leather on the toe box heel and collar. Obsidian contrast emerges throughout including on the 'Wings' logo on the collar and Swoosh branding on the side wall. Underfoot a white midsole with Air in the heel offers cushioning giving way to more pink on the concentric rubber outsole which provides traction.
Jordan 1 Retro High OG Heritage, Jordan, 555088-161, 170, 114, 118, 100, 6374fd9903a96e36ed3d441e, Jordan 1 Retro High OG, White/University Red-Black, 2022-05-25, The Air Jordan 1 Retro High OG 'Heritage' reimagines a familiar Jordan franchise color story. The upper arrives in white leather with hits of University Red on the toe box Swoosh heel and ankle flap. The retro Wings logo laces and high-cut padded collar appear in black while the woven tongue tag is decorated with Nike Air branding. Underfoot a rubber cupsole is fitted with encapsulated Air-sole cushioning in the heel.
Jordan 1 Retro High OG Gorge Green, Jordan, DZ5485-303, 180, 161, 165, 165, 6374fd9903a96e36ed3d4421, Jordan 1 Retro High OG, Gorge Green/Metallic Silver/White, 2022-12-28, Featuring a color blocking similar to the 2001/2020 AJ1 CO.JP ‘Midnight Navy’ the Air Jordan 1 Retro High OG 'Gorge Green' offers a new take on a classic silhouette. The upper is crafted with a white leather base and forest green overlays on the forefoot and heel. A metallic silver Swoosh and jeweled Wings logo complements the Nike Air tongue tag while a crisp white midsole and green rubber outsole finish the look.
Jordan 1 Mid Armory Navy, Jordan, 554724-411, 115, 136, 119, 119, 6374fd9903a96e36ed3d4422, Jordan 1 Mid, Armory Navy/White-Black, 2022-03-29, Updating the familiar design with a new color palette is the Air Jordan 1 Mid 'Armory Navy.' The mid-top features a leather upper with a clean white base and contrasting dark teal accents on the Swoosh eyestay and forefoot and heel overlays. The woven tongue tag has a white Jumpman icon with a color-matched Wings logo imprinted on the lateral collar flap. It's built on a rubber cupsole with an Air-sole unit inside a lightweight foam wedge.
Hoka One One Anacapa Low Gore-Tex Black, Hoka One One, 1122017-BBLC, 155, 97, 105, undefined, 6374fd9903a96e36ed3d4425, Hoka One One Anacapa Low Gore-Tex, Black/Black, 2021-07-01, Hoka One One Anacapa Low Gore Tex Black is a low-top model meaning that for most wearers it hits right at the bottom of the ankle.This all-black model features extra cushioning and grip on the sole making it a convenient option for wearers that are particularly active. Whether you’re embarking on a long walk or exercising the Hoka One Anacapa Gore Tex Black will help support your feet. Even on more rugged terrain the tread will help prevent you from slipping. Released in May of 2022 the Hoka One One Anacapa Low Gore Tex Black had an initial starting price of $140.
Jordan 1 Mid Shadow Red, Jordan, 554724-096, 120, 141, 130, 130, 6374fd9903a96e36ed3d4428, Jordan 1 Mid, Black/Gym Red-Particle Grey, 2021-10-06, Recalling on the neutral two-tone palette of the iconic colorway from Jordan's debut signature shoe is the Air Jordan 1 Mid GS 'Shadow.' The upper is made with smooth grey leather and contrasting black leather overlays and features a color-matched Swoosh. Gym Red hints make their way to the Jumpman icon on the woven tongue tag and the Wings logo debossed on the lateral collar flap. It's built on a rubber cupsole with crisp white sidewalls a black rubber outsole and encapsulated Air-sole cushioning in the heel.
Nike Air Force 1 Low Drake NOCTA Certified Lover Boy, Nike, CZ8065-100, 160, 212, 240, 240, 6374fd9903a96e36ed3d442a, Nike Air Force 1 Low, White/White-Cobalt Tint-White, 2022-12-02, Drake-inspired details imbue the NOCTA x Nike Air Force 1 Low ‘Certified Lover Boy’ an understated version of the unmistakable white-on-white AF1 colorway. Asymetric NOCTA and Nike Air branding on each heel tab ornament the white tumbled leather upper with a nod to heritage details with a perforated toe box variable width lacing and a low-cut padded collar. Drake's final wink is ‘Love You Forever’ inscribed in embossed lettering across the lateral sidewall of its white midsole giving this classic a 2022 twist
Jordan 1 Low Inside Out White Phantom, Jordan, DN1635-100, 110, 125, 103, 93, 6374fd9903a96e36ed3d442b, Jordan 1 Low, White/Neutral Grey-Phantom-Sail, 2022-04-01, The Air Jordan 1 Low SE Craft 'Inside Out' refreshes the storied basketball sneaker with an 'Inside Out' aesthetic with exposed foam tongues and collars. Suede overlays along with a Nike Swoosh with a subtle orange embroidered '23' are added to a foundation of a white leather upper. The toe box is positioned over the toe cap adding to the 'Inside Out' look. The low-top shoe is supported by a durable neutral-gray outsole with Air-sole padding in the heel.
Jordan 1 Retro High OG A Ma Maniére, Jordan, DO7097-100, 200, 187, 216, 216, 6374fd9903a96e36ed3d442f, Jordan 1 Retro High OG, Sail/Burgundy Crush, 2021-12-03, Following up on a spring 2021 release from the two brands the A Ma Maniére x Air Jordan 1 High OG 'Airness' dropped later that same year. Rather than leather the shoe's upper is built with suede finished in off-white and complemented by the Burgundy Crush Swoosh and collar which sport a snakeskin finish. Tonal quilted satin makes up the inner lining while the inside of the collar flap adds Michael Jordan's signature and 'You have to expect things of yourself before you can do them.' The tongue tag adds co-branding to the look while underfoot a pre-yellowed midsole provides cushioning via Air with a concentric rubber outsole offering traction.
Jordan 1 High Element Gore-Tex Light Bone, Jordan, DB2889-100, 200, 180, 151, 139, 6374fd9903a96e36ed3d4430, Jordan 1 High Element, Sail/Light Bone/College Grey/Black, 2021-12-16, The Air Jordan 1 High Element Gore-Tex 'Light Bone' gives a new take of the legendary sneaker form updated in Sail and Light Bone. Its upper spotlights a leather base with overlays and the standard Jordan Wings’ Logo. On the upper a Swoosh emphasizes the design with a nylon tongue. The midsole is built on top of a rubber outsole with a circular build for traction.
Jordan 1 Retro High Hyper Royal Smoke Grey, Jordan, 555088-402, 170, 283, 291, 291, 6374fd9903a96e36ed3d4432, Jordan 1 Retro High, Hyper Royal/Light Smoke Grey-White, 2021-04-17, The Air Jordan 1 Retro High OG 'Hyper Royal' brings a weathered look to the basketball classic. The shoe's upper features a white leather base overlaid by suede that sports a faded blue aesthetic. Light Smoke Grey complements the Swoosh and padded collar while underfoot a white Air midsole is included for cushioning. Further Light Smoke Grey emerges on the concentric rubber outsole.
Jordan 1 Retro High OG Varsity Red (W), Jordan, DJ4891-061, 170, 120, 109, 109, 6374fd9903a96e36ed3d4433, Jordan 1 Retro High OG, Light Iron Ore/Varsity Red-Sail, 2022-07-20, Inspired by varsity letterman jackets the Women's Air Jordan 1 High OG 'Newstalgie Chenille' is a new take on a classic design. The predominately leather upper showcases a white base with Varsity Red overlays at the forefoot and heel. The lining features a soft terry cloth while the tongue is crafted with a ribbed textile material. Finishing off the varsity look a thick chenille adorns the Swooshes and Nike Air hangtag.
Jordan 1 Retro High Shadow 2.0 (GS), Jordan, 575441-035, 130, 185, 196, 170, 6374fd9903a96e36ed3d4435, Jordan 1 Retro High, Black/White-Light Smoke Grey, 2021-05-15, Released in May 2021 the Air Jordan 1 Retro High OG GS 'Shadow 2.0' features a look that recalls the 1985 Air Jordan 1 'Shadow.' A grade-school shoe the upper is built with leather finished in black and overlaid by Light Smoke Grey. A perforated toe box provides breathability while underfoot a white Air midsole provides cushioning and contrast. A concentric pattern on the rubber outsole offers traction.
Jordan 1 Retro High OG Bordeaux, Jordan, 555088-611, 170, 146, 135, 135, 6374fd9903a96e36ed3d4437, Jordan 1 Retro High OG, Bordeaux/White-Metallic Silver, 2021-11-20, The Air Jordan 1 Retro High OG 'Bordeaux' emerges with a rich colorway. The shoe's leather upper appears with a white base overlaid by Bordeaux leather throughout. The Swoosh branding and jewel 'Wings' logo add metallic silver to the look with a lightly padded nylon tongue supporting the fit. Underfoot Air in the heel of the midsole offers cushioning giving way to a concentric rubber outsole for traction.
Jordan 1 Retro High Golf Eastside Golf Out of the Mud, Jordan, DZ4523-800, 200, 292, 255, 255, 6374fd9903a96e36ed3d4439, Jordan 1 Retro High Golf, Burnt Sunrise/Midnight Navy-White-Metallic Gold, , It's all about the fairway with the Eastside Golf x Air Jordan 1 High Golf ‘Out the Mud.’ The hoops favorite is treated to the lifestyle golf brand's reinvention combining a leather upper in stark white with overlays in Burnt Sunrise and a Swoosh in Midnight Navy. The collar is adorned by the legacy Wings logo and the tongue salutes both brands with a Jumpman on the right and on the left an Eastside Golf logo. The high-top is constructed on a rubber outsole and with grippy patterning for enhanced traction on the links.
Nike Air Force 1 Mid Off-White Black, Nike, DO6290-001, 185, 114, 92, 92, 6374fd9903a96e36ed3d443a, Nike Air Force 1 Mid, Black/Clear Black, 2022-06-23, Celebrating the 40th anniversary of the Air Force 1 Nike works with Off-White on an AF1 Mid. The upper is crafted with black textile while traditional Off-White flourishes can be seen on the shoe including an overlay of secondary lacing and an orange zip-tie. A graffiti style 'AIR' appears on the tongue while signature helvetica text can be found on the medial side. The wavy midsole showcases an orange tinted visible Air unit while the outsole gets reworked with nubby multicolor spikes.
Jordan 1 Retro High  Shadow 2.0, Jordan, 555088-035, 170, 220, 214, 196, 6374fd9903a96e36ed3d443d, Jordan 1 Retro High, Black/White-Light Smoke Grey, 2021-05-15, Released in May 2021 the Air Jordan 1 Retro High OG 'Shadow 2.0' brings back a neutral colorway from 1985. Built with a black leather base the shoe's upper is overlaid by Light Smoke Grey suede throughout. More Light Smoke Grey marks the Swoosh branding while underfoot a contrasting white midsole houses Air in the heel for cushioning giving way to a concentric rubber outsole for traction.
Jordan 1 Retro High OG Patent Bred (GS), Jordan, 575441-063, 130, 152, 143, 141, 6374fd9903a96e36ed3d4441, Jordan 1 Retro High OG, Black/White-Varsity Red, 2021-12-30, The Air Jordan 1 Retro High OG GS 'Patent Bred' is a shoe made for older kids that delivers a glossy spin on the iconic OG colorway from 1985. Entirely made with patent leather the upper features a black base with contrasting crimson accents on the toe box Swoosh and collar and heel overlays. Traditional branding elements are featured in the form of a woven Nike tongue tag and Wings logo that's stamped on the lateral ankle. The high-top is built on a sturdy rubber cupsole with encapsulated Air-sole cushioning in the heel.
Jordan 1 Retro High Pollen, Jordan, 555088-701, 170, 145, 123, 123, 6374fd9903a96e36ed3d4444, Jordan 1 Retro High, Pollen/Black-White, 2021-08-14, Emerging with a look similar to the 'Iowa' Dunk from 1985 the Air Jordan 1 High Retro OG 'Pollen' sports familiar color-blocking. Built with leather the shoe's upper appears with a black base overlaid by contrasting Pollen including on the Swoosh branding. A nylon tongue supports the fit as doe perforations on the toe box. Underfoot a white Air midsole offers cushioning giving way to a concentric rubber outsole for traction.
Nike Air Max 1 Travis Scott Cactus Jack Baroque Brown, Nike, DO9392-200, 150, 264, 250, 250, 6374fd9903a96e36ed3d4445, Nike Air Max 1, Baroque Brown/Lemon Drop-Wheat-Chile Red, 2022-05-27, The iconic runner gets a rugged outdoor-inspired makeover in the Travis Scott x Nike Air Max 1 'Baroque Brown.' Red hiker-style laces tie over a cream-colored mesh upper with dark tan leather overlays and a brown nubuck mudguard. The rapper's signature reverse Swoosh is on the lateral quarter panel in a Lemon Drop finish with multicolor woven straps that are integrated into the laces and heel overlay. The latter consists of a crimson triangular patch accompanied with Cactus Jack branding on the right shoe and the signature Nike logo is on the left. It's built on a two-tone foam midsole that's fitted with Air-sole cushioning in the heel and supported by a waffle-traction rubber outsole.
