shoeName, brand, styleID, retailPrice, lowestResellPrice_StockX, lowestResellPrice_Goat, lowestResellPrice_flightClub, id, silhoutte, Colorway, releaseDate, description
adidas EQT Running Support Flurro Yellow, adidas, BB3397, 120, 135, 169, 169, 6374ff4bc30ceb3748b48329, adidas EQT Running Support, Light Blue/Fluro Yellow, 2016-12-15, The Palace x EQT ‘Flurro Yellow’ dropped as part of a larger adidas collaboration from Holiday 2016. Palace’s take on the classic adidas runner makes use of a blue and yellow Primeknit upper topped with a sock-like collar and reinforced with an external heel cage and no-sew overlays. The sneaker rests on an EQT midsole complete with molded three-stripes.
adidas Falcon Running White (W), adidas, EE4149, 100, 347, 120, 120, 6374ff4bc30ceb3748b48330, adidas Falcon, Running White/ Raw White/ Trace Pink, 2019-02-01, The Wmns Falcon 'Raw White' puts a pastel colorway on the retro-inspired runner. The shoe's upper features a mesh base overlaid by leather in teal and Trace Pink. Underfoot a sculpted EVA midsole provides cushioning working with a Torsion bar for stability. A rubber ousole is included for traction while up top a classic window logo below the eyestay contributes to the throwback design.
Reebok Instapump Fury Icons Pack Running Dual, Reebok, FU9113, 180, 128, 120, 120, 6374ff4bc30ceb3748b4834b, Reebok Instapump Fury, White/College Royal-Scarlet, 2019-09-27, Launching in 2019 as part of a four-piece ‘Icons’ Pack the InstaPump Fury 'Running Dual' features a design that replicates the look of the classic Reebok Pump Running Dual from 1992. Details include a white ballistic mesh upper with matching white on the inflatable cage red nylon pull loops at the tongue and heel and contrasting red and blue leather overlays along the toe.
adidas EQT Running Guidance Solebox, adidas, B35714, 135, 227, 280, 280, 6374ff4bc30ceb3748b48351, adidas EQT Running Guidance, Black/Red/Stone, 2014-12-06, For this Solebox x EQT Running Guidance 93 the Berlin-based retailer Solebox has teamed up with adidas Consortium. The colorway emphasizes the classic sneaker design by combining a light gray suede foundation with a dark gray panel and a black mesh on the panel's toe and quarter. The look is emphasized by red hits on the tongue lace aglets three sole and branded heel patches.
adidas EQT Running Support 93 Packer Shoes Micropacer, adidas, C77363, 140, 253, 100, undefined, 6374ff4bc30ceb3748b48353, adidas EQT Running Support 93, Silver Metallic/Light Blue/Chalk White, 2014-08-29, Packer Shoes and adidas teamed up in 2014 to launch an Equipment Running Support inspired by the OG Micropacer. The retro runner features an upper built with metallic silver kangaroo leather with grey suede overlays accented with blue three-stripes and a pop of red at the back of the midsole. Each lace dubrae is printed with ‘1984’ and ‘2014’ the former referencing the launch year of the Micropacer.
Reebok Pump Running Dual Garbstore Blue, Reebok, M43015, undefined, undefined, undefined, undefined, 6374ff4bc30ceb3748b48371, Reebok Pump Running Dual, Blue/Blue, 2014-11-01, <b>Please Note: due to natural aging deadstock pairs may come without a functioning pump unit.<b>
adidas NMD R2 Running White Shock Pink (W), adidas, BY9954, 170, 172, 115, 115, 6374ff4bc30ceb3748b48379, adidas NMD R2, Running White/Running White/Shock Pink, 2017-10-13, Released as part of 2017's Japan Pack the Wmns NMD_R2 Primeknit 'Japan White Gum' highlights its subdued design with vibrant Shock Pink on the medial side EVA Plug and outsole insert. The rest of the upper emerges with a white Primeknit upper sporting a dash pattern finished underfoot with a gum outsole. Like the other shoes in the pack 'The Brand with the Three Stripes' emerges in Japanese on the branding elements.
Reebok Bolton size? Ree-cut Running Club, Reebok, FU6685, 98, 445, 400, 400, 6374ff4bc30ceb3748b4839a, Reebok Bolton, Grey/Multi-White-Gum, 2019-08-24, Dropping August 2019 in collaboration with the UK-base retail chain the size? x Bolton 'Ree-Cut Running Club' gives the retro runner a lifestyle makeover highlighted by madras plaid textile at the toe box quarter panel and tongue. The vibrant pattern is contrasted by off-white suede overlays and navy leather strips that form Reebok’s Vector logo. A gum rubber outsole is good for grippy traction underfoot.
adidas Ultra Tech Dragon Ball Z Vegeta, adidas, D97054, 160, 140, 119, 119, 6374ff4bc30ceb3748b483ee, adidas Ultra Tech, Running White/Collegiate Royal/Bold Gold, 2018-11-24, The Dragon Ball Z x Ultra Tech ‘Vegeta’ dropped alongside a Majin Buu-themed Kamanda in November 2018 completing adidas’ monthly two-pair release schedule which pitted combatants against one another from the renowned anime series. The vintage-inspired runner showcases a white and Collegiate Royal color palette complete with a ribbed toe box in Bold Gold mimicking Vegeta’s armor.
Jordan 36 PE Rui Hachimura, Jordan, DJ4485-600, 200, 169, 199, 199, 6374ff4bc30ceb3748b483ef, Jordan 36 PE, University Red/Black-Running White, 2021-08-22, Exclusive to Asia and Latin American the Rui Hachimura x Air Jordan 36 'Japan' is a PE colorway made for Rui Hachimura. Built with leno-weave the shoe's upper appears in red bolstered by tonal synthetic overlays and contrasted by the tongue and collar which appear in black. Drawing from the Air Jordan 6 oversized lace keepers sport a red Jumpman on the right shoe and Hachimura's personal logo on the left while underfoot a full-length Zoom Air strobel stitched directly to the upper provides cushioning joined by Zoom Air in the forefoot. A midfoot shank plate is included for stability with an icy translucent rubber outsole offering traction.
adidas Yung-1 Cloud White, adidas, B37616, 120, 68, 57, 57, 6374ff4bc30ceb3748b483f3, adidas Yung-1, Running White/Running White/Cloud White, 2018-09-13, The adidas Yung-1 ‘Cloud White’ offers a modern interpretation of the Falcon Dorf featuring a layered composition and flowing lines that recall the latter’s ‘90s origins. The Yung-1’s white mesh upper is accented with matching white webbing three-stripes and off-white suede overlays while the sculpted EVA midsole and rubber outsole repeat the same color dynamic.
adidas Human Race NMD Pharrell Blank Canvas, adidas, AC7031, 250, 311, 250, 50, 6374ff4bc30ceb3748b483f5, adidas Human Race NMD, Cream White/Running White/Running White, 2018-02-23, Drawing inspiration from India’s Holi Festival of Color Pharrell and adidas Originals collaborated to design the three-sneaker ‘Blank Canvas’ pack. The NMD Human Race Trail Holi ‘Blank Canvas’ was released in February 2018 and sports an all-white palette across its Primeknit upper Boost midsole serrated outsole laces lacing cage and heel collar. The look is accented by embroidered ‘WORLD’ lettering on the left shoe matching Devanagari text on the right and NMD inserts at the midsole.
adidas Tennis HU Pharrell Holi Yellow, adidas, DA9617, 110, 59, 50, 30, 6374ff4bc30ceb3748b483f6, adidas Tennis HU, Bright Yellow/Running White/Running White, 2018-03-16, A collaboration between Pharrell and adidas the ‘Holi’ collection of the Tennis Hu silhouette honors the Hindu festival of the same name. In this ‘Bright Yellow’ colorway the sock-like shoe boasts a tonal mesh upper with matching heel counter accented by an EVA midsole and laces dressed in Cloud White. Co-branding graces the tongue tab and Pharrell’s name is also stamped on the heel.
adidas Deerupt Triple White, adidas, CQ2625, 100, 134, 149, 36, 6374ff4bc30ceb3748b483f8, adidas Deerupt, Running White/Running White/Running White, 2018-03-22, Boasting a nearly monochromatic look the Deerupt 'Triple White' features a white mesh upper wrapped entirely in a white cross-hatched netting (that also extends to the white EVA midsole). The OrthoLite cushioned sockliner and branded leather heel panel are also white but a hit of green appears on the medial side panel of the midsole.
adidas EQT Support 93/17 Red Carpet Pack Grey, adidas, CQ2393, 190, 53, 49, 49, 6374ff4bc30ceb3748b483f9, adidas EQT Support 93/17, Matte Silver/Matte Silver/Running White, 2018-03-01, As one-half of the EQT Support 93/17 'Red Carpet’ pack the ‘Matte Silver’ colorway features a tonal mesh upper white Boost midsole and red outsole. The shoe is accented by suede and leather details and an asymmetrical wrap around tongue. The second-half of the pack is a ‘Core Black’ variant.
adidas Ultra Boost 1.0 Black Reflective (2015), adidas, AQ5561, 180, 107, 96, 96, 6374ff4bc30ceb3748b483fc, adidas Ultra Boost 1.0, Core Black/Running White, 2015-11-30, The UltraBoost 1.0 Limited 'Reflective' features a mix of core black and white on the gradient Primeknit upper with 3M reflective accents a white Continental outsole and a white Boost midsole. It was released along with four other UltraBoosts in October 2015.
adidas I-5923 Black Boost, adidas, CQ2490, 130, 150, 125, 125, 6374ff4bc30ceb3748b48400, adidas I-5923, Core Black/Running White/Copper Metallic, 2018-01-30, Bringing modern styling to a classic silhouette adidas’ 1-5923 'Black Boost' features a tonal stretch-mesh upper with suede overlays on the toe and heel and maintains its traditional Boost cushioning and serrated Three-Stripes branding.
adidas EQT Support 93/17 White Red, adidas, BA7473, 180, 199, 132, 80, 6374ff4bc30ceb3748b48401, adidas EQT Support 93/17, Running White/Turbo Red-Core Black, 2017-03-23, Grounded in the tradition of adidas’ early ‘90s Equipment line the EQT Support 93/17 ‘Turbo’ features a pixelated knit upper in off-white and grey contrasted by a solid black suede overlay on the medial side. An energetic pop of color arrives via the Turbo Red finish on the shoe’s molded heel cage. A white Boost midsole delivers responsive cushioning underfoot.
adidas NMD R1 Neighborhood x Invincible, adidas, CQ1775, 200, 226, 205, 205, 6374ff4bc30ceb3748b48402, adidas NMD R1, Core Black/Core Black/Running White, 2017-12-29, The Invinciblex Neighborhoodx NMD R1 was a collaboration between Japan's Neighborhood and Taiwan's Invincible. Inspired by the ' Mash Jacket ' a black satin souvenir jacket the furry heel patches of the shoe feature a Sukajan-inspired Golden Tiger pattern on the right heel and the Kanji symbol on the left for ' good fortune. ' The shoe also sports an upper black mesh with tiger camo detailing on the 3-Stripes side panel white piping white Boost midsole and EVA midsole bumpers co-branded.
adidas Tennis HU Pharrell Holi Multi-Color, adidas, CQ2631, 130, 145, 123, 123, 6374ff4bc30ceb3748b48403, adidas Tennis HU, Multi-Color/Running White/Off White, 2018-03-16, Teaming up to design a colorways inspired by tennis player Stan Smith adidas and Pharrell’s Tennis Hu Primeknit 'Multi-Color 2.0' boasts a rainbow-colored Primeknit upper contrasted by white laces and white leather accents on the collar lining heel patch and tongue. Completing the look are Flywire cables on the side and a one-piece tongue.
adidas NMD R1 Sashiko Black, adidas, BY3013, 170, 127, 80, 80, 6374ff4bc30ceb3748b48404, adidas NMD R1, Core Black/Running White/Core Black, 2017-08-18, Part of the Zebra Pack in 2017 the NMD_R1 Primeknit 'Zebra' features a black and white striped pattern throughout its Primeknit upper. Solid black emerges on the eyestay and heel patch matched underfoot by the EVA plugs in the white Boost midsole. A translucent outsole provides traction underfoot.
adidas NMD CS1 Gore-tex Black, adidas, BY9405, 230, 350, 235, 150, 6374ff4bc30ceb3748b48405, adidas NMD CS1, Core Black/Core Black/Running White, 2017-11-17, The NMD_CS1 Primeknit Gore-Tex features laceless sock-like construction built to handle inclement weather. Dressed in stealthy black the shoe’s Primeknit upper wraps around the foot for a snug fit. Gore-Tex protection keeps the foot dry while a full-length Boost midsole in contrasting white delivers responsive cushioning with each step.
adidas Tennis HU Pharrell Holi Oreo, adidas, CQ2630, 130, 120, 110, 110, 6374ff4bc30ceb3748b48406, adidas Tennis HU, Chalk White/Core Black/Running White, 2018-03-16, The Pharrell x Tennis Hu Primeknit ‘Oreo’ delivers a contemporary take on the classic tennis sneaker finished in a black and white mélange that gives the shoe its unofficial moniker. A black leather tongue tag and Pharrell-branded heel tab are the only embellishments on a minimalist one-piece upper which is mounted atop a lightweight EVA midsole in contrasting off-white.
adidas Deerupt Black White, adidas, CQ2626, 100, 69, 53, 53, 6374ff4bc30ceb3748b48407, adidas Deerupt, Core Black/Core Black/Running White, 2018-03-22, The ‘Black’ edition of the Deerupt silhouette features a black mesh upper wrapped entirely in a white cross-hatched netting. The web also extends to the white EVA midsole that’s accented by a blue medial side panel. Completing the look are OrthoLite lining and a debossed trefoil logo on the heel.
adidas Ultra Boost 4.0 Cookies & Cream 2.0, adidas, BB6179, 180, 107, 80, 80, 6374ff4bc30ceb3748b48409, adidas Ultra Boost 4.0, Core Black/Core Black/Running White, 2018-03-15, Designed with runners in mind the sock-like UltraBoost 4.0 features a pliable Primeknit upper Boost-equipped midsole for cushioning molded Fitcounter system on the heel and responsive Stretchweb rubber outsole. This listing is for the ‘Cookies and Cream’ colorway.
adidas adiZero adios 3 Undefeated Camo Brown, adidas, B27771, 160, 78, 63, 63, 6374ff4bc30ceb3748b4840a, adidas adiZero adios 3, Brown/Running White, 2018-04-14, A collaboration between adidas and Undefeated the adiZero Adios 3 runner in 'Camo' dresses its mesh upper in a brown and tan desert camo print and sports a white Boost midsole and Continental rubber outsole. The shoe is accented by woven ‘UNDFTD’ lettering and the brand’s five-strikes logo on the right tongue tab and insole. Released in 2018 the sneaker arrived alongside a black colorway.
adidas Iniki Runner Collegiate Navy, adidas, BB2092, 130, 95, 61, 61, 6374ff4bc30ceb3748b4840b, adidas Iniki Runner, Collegiate Navy/Running White, 2017-03-01, The Iniki Runner ‘Collegiate Navy’ applies an essential color scheme to a lifestyle silhouette inspired by vintage running shoes from the ‘70s. The predominantly navy upper built with a combination of mesh and suede is accented with serrated white three-stripes and a matching white heel tab. A classic white Boost midsole is reinforced underfoot by a grippy gum rubber outsole.
adidas Ultra Boost 3.0 Mystery Grey, adidas, BA8849, 180, 100, 140, 140, 6374ff4bc30ceb3748b4840c, adidas Ultra Boost 3.0, Mystery Grey/Core Black-Running White, 2017-03-25, The UltraBoost 3.0 'Mystery Grey' features a Mystery Grey look throughout its Primeknit upper with a semi-translucent lacing cage adding support to the fit. A Core Black heel counter adds further stability matching the look of the Continental rubber outsole. A white Boost midsole is included for cushioning.
adidas Superstar 80s Undefeated Bape Black Camo, adidas, S74774, 130, 253, 283, 283, 6374ff4bc30ceb3748b4840f, adidas Superstar 80s, Black Camo/Gold/Running White, 2015-10-03, In October 2015 Undefeated and BAPE joined forces with Adidas to release this limited edition Superstar 80v. The classic silhouette has BAPE's signature camo printed in gray and black over a full-leather top complemented by the Three Stripes black leather and a signature shell toe in white. An Ape Head in gold embellishes the right shoe's lateral heel while the Undefeated Five Strikes logo is on the same spot on the left.
adidas NMD R1 Sashiko White, adidas, BZ0219, 170, 158, 100, 100, 6374ff4bc30ceb3748b48410, adidas NMD R1, Running White/Core Black/Running White, 2017-08-18, The NMD_R1 Primeknit ‘Zebra’ celebrates Japanese craftsmanship and attention to detail highlighted by a unique black-on-white pattern on the knit upper that mimics traditional sashiko stitching. The two-tone design rests on a full-length Boost midsole in a crisp white finish supported by molded EVA plugs and a semi-translucent rubber outsole underfoot.
adidas Stan Smith Pharrell Holi Red, adidas, AC7044, 95, 69, 65, 49, 6374ff4bc30ceb3748b48414, adidas Stan Smith, Bright Red/Running White/Running White, 2018-03-16, A collaboration between Pharrell and adidas the ‘Hu Holi’ editions of the Stan Smith silhouette honor the Hindu festival of the same name. In this ‘Red’ colorway the shoe sports a tonal powder-dyed canvas upper and dotted Three Stripes in white. Its white rubber outsole boasts traction-ready tread and is adorned with a debossed sidewall logo. Co-branding appears on the leather heel badge while Smith’s profile is seen on the tongue.
adidas Ultra Boost 3.0 Grey Leather Cage, adidas, BB1092, 200, 164, 139, 139, 6374ff4bc30ceb3748b48415, adidas Ultra Boost 3.0, Mystery Grey/Core Black-Running White, 2017-03-31, Releasing alongside a black colorway the UltraBoost 3.0 Limited 'Leather Cage' features its signature lacing cage in a leather build. The Mid Grey look is matched by the Primeknit upper and heel counter which also sports a tan suede application. The tooling takes on a more conventional finish with a white Boost unit and black Continental rubber outsole.
adidas AM4NYC NYC Core Black, adidas, D97214, 200, 85, 79, 79, 6374ff4bc30ceb3748b48416, adidas AM4NYC, Core Black/Tech Ink/Running White, 2018-04-26, As part of the AM4 project—a series created to honor six cities around the world—the ‘NYC’ edition of adidas’ Speedfactory silhouette was designed using insight from New York athletes. It features a Cloud White textured knit upper digitally-bonded white boost Midsole and black stretchweb outsole. The shoe also boasts an NFC chip in the tongue SpeedFactory floating torsion bar and digitally-placed black SpeedFactory fit patches. The sneaker was crafted at adidas' first U.S. SpeedFactory facility located in Cherokee County Georgia.
adidas 4D Runner Pharrell Tech Olive, adidas, FV6334, 400, 247, 230, 230, 6374ff4bc30ceb3748b48419, adidas 4D Runner, Tech Olive/Running White/Collegiate Green, 2020-01-11, The Pharrell Williams x 4D Runner 'Olive' released as part of a collaboration with Pharrell Williams. The shoe's upper is built with Primeknit finished in Core Green and sporting 'Hu' branding on the sock-like collar. A heel pull-loop provides easy on and off while stitching accents the heel. Underfoot a 3D-printed midsole provides cushioning.
adidas adiZero adios 3 Undefeated Black, adidas, B22483, 160, 150, 155, 84, 6374ff4bc30ceb3748b4841a, adidas adiZero adios 3, Black/Core Black/Running White, 2018-04-14, A collaboration between adidas and Undefeated the adiZero Adios 3 runner in 'Black' dresses its mesh upper and suede overlays in black and offers contrast in its tan leather Three-Stripes branding. Undefeated’s logo can be seen on the right tongue tab and on the insoles. Released in 2018 the sneaker arrived alongside a desert camouflage colorway.
adidas EQT Support 93/17 Core Black, adidas, BZ0585, 180, 125, 54, 54, 6374ff4bc30ceb3748b4841b, adidas EQT Support 93/17, Core Black/Core Black/Running White, 2017-10-05, This adidas EQT Support 93/17 features an elstane heel black EQT webbing tape Three-Stripes on the side panels and a translucent gum outsole. It also comes with a black upper and white highlights on the medial forefoot. It was released along the QT Support 93/17 'Cream' colorway in 2017.
adidas Ultra Boost Uncaged Parley, adidas, BB4073, 200, 117, 152, 126, 6374ff4bc30ceb3748b4841c, adidas Ultra Boost Uncaged, Running White/Clear Grey, 2016-11-15, Released in November 2016 the Parley x UltraBoost Uncaged 'Recycled' was limited to 7000 pairs. The shoe's grey and white Primeknit upper is built with 95% recycled ocean plastic while a stitched light blue hit on the heel counter adds the only bit of color. The Uncaged design includes the usual sock-like collar with a tonal Boost unit and Continental rubber outsole emerging underfoot.
adidas Iniki Runner Red White, adidas, BB2091, 130, 113, 89, 89, 6374ff4bc30ceb3748b4841f, adidas Iniki Runner, Red/Running White, 2017-03-01, One of the first two colorways of the silhouette the Iniki Runner 'Red' puts a simple colorway on its retro running design. Featuring a red nylon construction tonal suede overlays add support while the branding and heel patch provide contrast in white. A white Boost midsole and gum outsole complete the look.
Jordan 36 PE Guo Ailun, Jordan, DJ4480-600, 200, 162, 195, 186, 6374ff4bc30ceb3748b48420, Jordan 36 PE, University Red/Gold/Running White, 2021-08-17, The Guo Ailun x Air Jordan 36 'China' is a PE colorway made for Guo Ailun. Built with leno-weave the shoe's upper appears primarily in red with a yellow TPU rim around the throat and collar which are both made with leather. Tonal synthetic overlays further support the fit while tongue and heel pull-loops are included for easy on and off. The Air Jordan 6-inspired lace guards include Guo's personal logo on the left shoe and a Jumpman on the right while underfoot a full-length Zoom Air strobel works with Zoom Air in the forefoot for cushioning. The icy translucent rubber outsole is included for traction.
